Datetime,timestamp,zone_name,"Anthracite
coal",Bio Energy,"Bituminous
coal",Fuel Cell,Hydro Power,IGCC,LNG,Marine Energy,Nuclear,Oil,Others*,Pumped-Storage,Solar Power,Waste Energy,Wind Power
2019-01-01 01:00:00,1546304400,KR,631.4211078634985,569.7981965129796,38297.56030186043,362.33471184505504,1887.284921753415,364.46678714398655,39829.77576406815,268.35659964288095,23250.0,4538.051261731797,83.46368747005447,4946.132011597417,0.0,1647.8702611963806,1499.8891850079335
2019-01-01 02:00:00,1546308000,KR,589.6572828923156,532.1102702594782,35764.46062345061,338.36895698189613,1762.4550163839838,340.3600113068673,37195.33139257652,250.60680015443873,23250.0,4237.892815577673,77.94318333812346,4618.982049323147,0.0,1538.8758606184683,1400.6826354980565
2019-01-01 03:00:00,1546311600,KR,563.4693106767787,508.47808699396285,34176.08254641492,323.3412500390134,1684.1805265416751,325.24387727785404,35543.405208813296,239.476802934227,23250.0,4049.6787079482438,74.48155574719952,4413.8429336347735,0.0,1470.531011075761,1338.4752499447316
2019-01-01 04:00:00,1546315200,KR,546.8664786185628,493.4955917210547,33169.07160868641,313.8138802778399,1634.555523177599,315.66044589998313,34496.10560211379,232.42053018677268,23250.0,3930.353424026322,72.2869291045877,4283.787415845417,0.0,1427.2012698624114,1299.0365806723637
2019-01-01 05:00:00,1546318800,KR,546.8664786185628,493.4955917210547,33169.07160868641,313.8138802778399,1634.555523177599,315.66044589998313,34496.10560211379,232.42053018677268,23250.0,3930.353424026322,72.2869291045877,4283.787415845417,0.0,1427.2012698624114,1299.0365806723637
2019-01-01 06:00:00,1546322400,KR,556.6227819929784,502.29973842781516,33760.82030405262,319.4124377663647,1663.7166076286535,321.29194681275266,35111.52908233927,236.5669997394005,23250.0,4000.472405300028,73.5765550698338,4360.211792278336,0.0,1452.663076554792,1322.2118811726211
2019-01-01 07:00:00,1546326000,KR,521.4227257338149,470.53499644525425,31625.832638252872,299.2132361832098,1558.5054662913383,300.9738876723567,32891.12445819081,221.60682928056104,23250.0,3747.488053445797,68.92367530709663,4084.478018248226,6218.2582259613755,1360.7986691418323,1238.597027254555
2019-01-01 08:00:00,1546329600,KR,507.30878942289354,457.79849562906577,30769.780599078764,291.1140944495403,1516.3196431465917,292.82708840142004,32000.823339949024,215.60834758774783,23250.0,3646.0505726803844,67.05804054361383,3973.918850479341,6049.9416255627875,1323.9643985963269,1205.070526212689
2019-01-01 09:00:00,1546333200,KR,490.3403491389768,442.48607329949095,29740.594439622244,281.3769240506341,1465.6018557703217,283.03262186220417,30930.46132138868,208.39668982223077,23250.0,3524.097646366912,64.81508638976368,3840.9994015886596,5847.58346553302,1279.6805003000445,1164.76338451067
2019-01-01 10:00:00,1546336800,KR,473.8476595172261,427.6029712221472,28740.263966879436,271.91275842926734,1416.306062432639,273.51276653436787,29890.109452881432,201.38722806883098,23250.0,3405.563960978115,62.6350188009747,3711.806666218277,5650.898898775118,1236.6382066288913,1125.5863495853434
2019-01-01 11:00:00,1546340400,KR,477.33649770644263,430.7513197385084,28951.872336113494,273.91479346455645,1426.734018715611,275.5265820844872,30110.18388660412,202.86999882435796,23250.0,3430.6383944257464,63.096186944757,3739.1358987004733,5692.505249435445,1245.7433072131737,1133.8737992810861
2019-01-01 12:00:00,1546344000,KR,474.3234101793918,428.03229147437804,28769.119653593163,272.1857632068066,1417.7280564712257,273.7873777457477,29920.119602934505,201.5894240809482,23250.0,3408.9832019027926,62.697905366035876,3715.533379738574,5656.572492046979,1237.8798112540205,1126.716456362035
2019-01-01 13:00:00,1546347600,KR,468.1386515712352,422.4511281953742,28393.995726314613,268.63670109879416,1399.2421339695957,270.2174319978092,29529.987652244297,198.96087592342337,23250.0,3364.533069881993,61.880380020240075,3667.0861039746815,5582.815779512767,1221.7389511273386,1112.0250682650376
2019-01-01 14:00:00,1546351200,KR,471.6274897604517,425.5994767117354,28605.604095548675,270.63873613408316,1409.670090252566,272.23124754792826,29750.062085966976,200.44364667895022,23250.0,3389.6075033296233,62.3415481640223,3694.415336456878,5624.422130173093,1230.8440517116208,1120.3125179607798
2019-01-01 15:00:00,1546354800,KR,478.12941547671903,431.4668534922266,28999.965147303035,274.3698014271221,1429.1040087799222,275.98426743678687,30160.200803359272,203.20699217788678,23250.0,3436.337129300208,63.20099788652567,3745.3470879009706,5701.961238221882,1247.8126482550565,1135.7573105755723
2019-01-01 16:00:00,1546358400,KR,493.8291873281933,445.6344218158522,29952.20280885628,283.37895908592304,1476.0298120532923,285.04643741232314,31150.535755111356,209.87946057775756,23250.0,3549.1720798145434,65.27625453354591,3868.3286340708546,5889.189816193345,1288.785600884327,1173.0508342064122
2019-01-01 17:00:00,1546362000,KR,515.3965506797139,465.09693991699413,31260.327273212242,295.7551756677105,1540.493541802569,297.4954789948781,32510.995890851624,219.04567979374193,23250.0,3704.177668399893,68.12711214965454,4037.2729803244315,6146.392711184452,1345.0716772235269,1224.2823414164548
2019-01-01 18:00:00,1546365600,KR,562.8130333422475,507.8858583893575,34136.27738234776,322.9646518291398,1682.2189476484064,324.865063062407,35502.00751280997,239.1978823347661,23250.0,4044.962013892683,74.39480646742275,4408.70209451428,6711.86084061342,1468.8182715280911,1336.9163168267685
2019-01-01 19:00:00,1546369200,KR,634.8443722053984,572.8873707960533,38505.19142304157,364.29911798137954,1897.5168812099253,366.44275237653727,40045.71382730516,269.81150124029404,23250.0,4562.654413055903,83.91618780873726,4972.947582275633,0.0,1656.804228456865,1508.0208693939885
2019-01-01 20:00:00,1546372800,KR,636.7271675934437,574.586416651744,38619.388539691216,365.37954135635795,1903.144458911006,367.5295332544402,40164.47976208551,270.6116971188714,23250.0,4576.186146284163,84.16506299501285,4987.696146148651,0.0,1661.7179104501308,1512.493295806319
2019-01-01 21:00:00,1546376400,KR,631.7634342976886,570.1071139412873,38318.32341397856,362.5311524586875,1888.3081176990654,364.66438366724174,39851.36957039184,268.50208980262227,23250.0,4540.511576864206,83.50893750392267,4948.813568665237,0.0,1648.7636579224288,1500.7023534465384
2019-01-01 22:00:00,1546380000,KR,627.1420274361232,565.9367286591373,38038.02140038404,359.8792041746492,1874.4949724327764,361.99683060329795,39559.85318502186,266.5379726461141,23250.0,4507.29732257666,82.8980620467008,4912.61254824964,0.0,1636.7028021207745,1489.7245795253634
2019-01-01 23:00:00,1546383600,KR,643.9160227114344,581.0736826461994,39055.413894171594,369.50479424263955,1924.6315737696787,371.6790602427969,40617.94969488326,273.6669904734393,23250.0,4627.852764064791,85.1153137062469,5044.008844572912,0.0,1680.4792416971493,1529.569833017036
2019-01-02 00:00:00,1546387200,KR,661.0323444209353,596.5195540615691,40093.56950007728,379.32682492426204,1975.7913710522332,381.5588864055506,41697.64001106835,280.9414984605058,23250.0,4750.868520685337,87.3778153996612,5178.086697964004,0.0,1725.149077999572,1570.2282549473132
2019-01-02 01:00:00,1546390800,KR,706.3905969511135,637.4511133122978,42844.681855727315,405.3552062305615,2111.3648338510006,407.7404257368481,44558.81934895886,300.2189446262318,23250.0,5076.860275729769,93.37344488720915,5533.393009450403,0.0,1843.5241442009922,1677.9730730625483
2019-01-02 02:00:00,1546394400,KR,676.0947075252966,610.1119209070944,41007.14643327428,387.9702119240899,2020.8119926608806,390.2531334287741,42647.76748931125,287.34306548912434,23250.0,4859.122386511412,89.36881688986581,5296.075208948168,0.0,1764.4585339457042,1606.0076662459578
2019-01-02 03:00:00,1546398000,KR,659.3207122499855,594.9749669200319,39989.7539394867,378.34462185609976,1970.6753913239781,380.57090378927535,41589.67097944984,280.21404766179916,23250.0,4738.566945023281,87.15156523031982,5164.678912624896,0.0,1720.6820943693297,1566.1624127542857
2019-01-02 04:00:00,1546401600,KR,654.3569789542304,590.4956642095747,39688.68881377405,375.4962329584293,1955.8390501120373,377.70575420207655,41276.56078775615,278.10444034554996,23250.0,4702.892375603324,86.49543973922958,5125.796335141478,0.0,1707.727841841627,1554.3714703945047
2019-01-02 05:00:00,1546405200,KR,661.2035076380303,596.6740127757226,40103.95105613633,379.4250452310781,1976.3029690250585,381.65768466717805,41708.4369142302,281.01424354037636,23250.0,4752.09867825154,87.40044041659533,5179.427476497916,0.0,1725.595776362596,1570.6348391666156
2019-01-02 06:00:00,1546408800,KR,686.5356637680925,619.5339024704693,41640.42135287672,393.96165063987945,2052.019469003238,396.2798273880535,43306.37858218414,291.7805153612347,23250.0,4934.161998049943,90.74894292284854,5377.862699516733,0.0,1791.7071340901805,1630.8093036234266
2019-01-02 07:00:00,1546412400,KR,678.4204442485585,612.2106796815079,41148.20925378522,389.30481277121993,2027.763499025044,391.59558742771947,42794.47397571176,288.33151327927004,23250.0,4875.837558589149,89.67624177729913,5314.293479947051,8090.544005676024,1770.528195434537,1611.5322635629514
2019-01-02 08:00:00,1546416000,KR,752.161796884271,678.755318777324,45620.84069441404,431.62055328983075,2248.172575006027,434.16032519160194,47446.047233941295,319.6718951574516,23250.0,5405.819901914056,99.42365936178814,5891.934075593467,8969.950962814719,1962.976912329595,1786.6988139502291
2019-01-02 09:00:00,1546419600,KR,862.535950506758,778.3576172949324,52315.360012000405,494.95766167897773,2578.075191958208,497.87012623173587,54408.40204625906,366.5813699686653,23250.0,6199.083796439079,114.01334245599114,6756.531612302947,10286.224601886834,2251.0291853596186,2048.8835861427992
2019-01-02 10:00:00,1546423200,KR,897.4243323989233,809.8411024585447,54431.443704340934,514.978012031869,2682.3547547879207,518.0082817329278,56609.14638348596,381.40907752393395,23250.0,6449.828130915383,118.62502389381386,7029.823937124909,10702.2881084901,2342.0801912024426,2131.7580831002215
2019-01-02 11:00:00,1546426800,KR,888.226486263716,801.5409109154107,53873.56709454207,509.6999196661066,2654.8628700419063,512.6991316462501,56028.95014912615,377.4999546229993,23250.0,6383.722806371629,117.409216969297,6957.774142399119,10592.59863856741,2318.075835116607,2109.909352084173
2019-01-02 12:00:00,1546430400,KR,866.3419558040848,781.7921793127813,52546.2055057103,497.1416998992929,2589.4511442669045,500.0670159227753,54648.48324668382,368.1989380656037,23250.0,6226.437723836497,114.51643497648088,6786.345320465344,10331.613348061737,2260.962022360654,2057.9244403563357
2019-01-02 13:00:00,1546434000,KR,804.9701203846852,726.4098667749728,48823.82191963857,461.92408359670713,2406.0139132891836,464.64216965476965,50777.17388983471,342.11565250247196,23250.0,5785.355644553186,106.40406808358354,6305.599276346712,9599.71981599147,2100.7950257189605,1912.1406661630535
2019-01-02 14:00:00,1546437600,KR,836.5282476416894,754.8881101729675,50737.91580498295,480.03340050682255,2500.339517848787,482.8580466763023,52767.847176689924,355.5279879729196,23250.0,6012.165292556745,110.57554356597778,6552.804606526578,9976.068169691685,2183.1547991858783,1987.1044156836308
2019-01-02 15:00:00,1546441200,KR,853.8138550337163,770.4867460040294,51786.33908891529,489.95257409075487,2552.0053012507797,492.8355873564381,53858.21596195234,362.8744430798481,23250.0,6136.397712820005,112.8604220965354,6688.20853109746,10182.20872523603,2228.2664338989125,2028.1649619034447
2019-01-02 16:00:00,1546444800,KR,856.8269425607671,773.2057742681593,51969.0917714356,491.6816043485045,2561.0112634951633,494.57479169517705,54048.280245621936,364.15501782325777,23250.0,6158.052905342957,113.25870367525647,6711.811050059353,10218.141482624489,2236.1299298580657,2035.3223048224927
2019-01-02 17:00:00,1546448400,KR,875.3812183852369,789.9492641051718,53094.46355327125,502.3287906725421,2616.469031000058,505.284628938993,55218.676097692594,372.0406622958325,23250.0,6291.403301405355,115.71127971264404,6857.152877351034,10439.411620227127,2284.5525102381134,2079.3964691134865
