,Hydro Power(MW),Thermal power(MW),Nuclear (MW),Car (MW),Total (MW),Total hydraulic energy(GWh),total fire energy(GWh),total nuclear energy(GWh),total car energy(GWh),Total energy (Gwh)
2019,6508.103,80478.222,23250,3753.91,129091.579,6247.064,377844.247,145909.669,23407.545,585301.444
