Date	1h	2h	3h	4h	5h	6h	7h	8h	9h	10h	11h	12h	13h	14h	15h	16h	17h	18h	19h	20h	21h	22h	23h	24h
20191222	58640	56390	55020	54430	54530	55210	55890	56080	55590	54030	53720	52630	51950	52450	53340	54420	56180	58510	59480	59390	59200	58730	59050	58980
20191223	54880	52710	51630	51340	52040	53920	57580	63520	72190	73910	72330	69750	64970	68050	69840	70330	71600	71250	69320	67530	65460	63680	62410	63510
20191224	60840	58480	57100	56610	57000	58680	61750	66410	73370	74180	71800	69520	65240	68420	69800	70790	72560	71710	69810	67820	66240	64470	63380	64880
20191225	61620	59160	57500	56810	57010	57790	58470	58950	60150	60390	60700	59930	57940	58620	58800	59170	60350	62100	62670	62180	61790	61310	61620	61930
20191226	58580	56800	55620	55430	56030	57610	60780	66150	74230	76140	74740	73150	69180	72170	73260	72960	74330	73790	72070	70270	68290	66810	65830	66940
20191227	62430	59960	58390	57800	58300	59980	63050	68100	76050	77160	74790	71900	66940	69840	71120	72010	73880	73020	70790	68810	67030	65450	64560	66570
20191228	62410	60340	59070	58680	58580	59070	60140	61020	62600	62490	62480	61900	60120	60740	61040	61140	61500	61940	61930	61430	60840	60160	60280	61590
20191229	60050	57080	55200	54310	54510	55200	55880	55970	56150	55540	55730	54440	52750	52880	53080	54280	56660	59600	60970	60870	60380	59790	60000	60110
20191230	53200	51040	49660	49270	50070	52150	56010	62660	72730	75040	73250	71260	66400	70190	71580	71070	72840	72180	69950	67760	65380	63410	62230	63650
20191231	62670	59220	57060	56280	56770	58050	60120	63090	69440	71870	72070	70380	64810	66190	65780	63990	62970	63010	62570	60980	59800	59220	60410	63000
